pair,depth_m,depth_cm,common_width_m,common_coverage_fraction,of_original_common_width_m,matched_width_m,matched_coverage_fraction,of_matched_integral_m2_per_s,piv_matched_integral_m2_per_s,of_matched_mean_u_m_per_s,piv_matched_mean_u_m_per_s,matched_integral_difference_of_minus_piv_m2_per_s,matched_mean_absolute_difference_m_per_s,matched_rms_difference_m_per_s,matched_supported_component_count,matched_longest_gap_m,of_common_integral_m2_per_s,piv_common_integral_m2_per_s,of_common_mean_u_m_per_s,piv_common_mean_u_m_per_s,common_available_at_depth,of_original_covered_integral_m2_per_s,of_original_coverage_fraction,of_original_common_integral_m2_per_s,piv_on_of_original_common_integral_m2_per_s,piv_on_of_original_common_available,piv_fraction_of_of_original_common_width,piv_own_integral_m2_per_s,piv_own_coverage_fraction,piv_own_mean_u_m_per_s,of_finite_dcor_matched_integral_m2_per_s,piv_finite_dcor_matched_integral_m2_per_s,finite_dcor_matched_coverage_fraction
100,0.0,0.0,0.0,0.0,0.04418655768069165,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0,0.11572131730186193,nan,nan,nan,nan,False,nan,0.0,nan,nan,False,0.0,nan,0.0,nan,nan,nan,0.0
100,0.0001,0.01,0.0,0.0,0.04418655768069165,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0,0.11572131730186193,nan,nan,nan,nan,False,nan,0.0,nan,nan,False,0.0,nan,0.0,nan,nan,nan,0.0
100,0.0002,0.02,0.0,0.0,0.04418655768069165,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0,0.11572131730186193,nan,nan,nan,nan,False,nan,0.0,nan,nan,False,0.0,nan,0.0,nan,nan,nan,0.0
100,0.00030000000000000003,0.030000000000000002,0.0,0.0,0.04418655768069165,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0,0.11572131730186193,nan,nan,nan,nan,False,nan,0.0,nan,nan,False,0.0,nan,0.0,nan,nan,nan,0.0
100,0.0004,0.04,0.0,0.0,0.04418655768069165,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0,0.11572131730186193,nan,nan,nan,nan,False,nan,0.0,nan,nan,False,0.0,nan,0.0,nan,nan,nan,0.0
100,0.0005,0.05,0.0,0.0,0.04418655768069165,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0,0.11572131730186193,nan,nan,nan,nan,False,nan,0.0,nan,nan,False,0.0,nan,0.0,nan,nan,nan,0.0
100,0.0006000000000000001,0.060000000000000005,0.0,0.0,0.04418655768069165,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0,0.11572131730186193,nan,nan,nan,nan,False,nan,0.0,nan,nan,False,0.0,nan,0.0,nan,nan,nan,0.0
100,0.0007,0.06999999999999999,0.0,0.0,0.04418655768069165,0.00022601819785520033,0.001953125,2.4580452620759454e-05,1.4546707470044254e-05,0.10875430763547209,0.06436077983138187,1.00337451507152e-05,0.04439352780409022,0.04445389384998537,1,0.08260965131607528,nan,nan,nan,nan,False,0.0002951245020808743,0.0283203125,nan,nan,False,0.16368286445012792,0.001139334919531491,0.15429687499999997,0.06380884877228885,nan,nan,0.0
100,0.0008,0.08,0.0,0.0,0.04418655768069165,0.006102491342090409,0.052734375,0.0006039762082720211,0.0004421584508617573,0.09897207130901542,0.072455399946589,0.00016181775741026387,0.027150929840728363,0.029673545829983623,13,0.02983440211688632,nan,nan,nan,nan,False,0.001335983071528361,0.12109374999999997,nan,nan,False,0.35805626598465484,0.002670903004481934,0.3916015625,0.058938670066570914,3.5845006939317203e-05,3.7780285375559725e-05,0.00390625
100,0.0009000000000000001,0.09000000000000001,0.0,0.0,0.04418655768069165,0.012996046376674019,0.1123046875,0.0013156796263318847,0.0007899175677795211,0.10123691376581535,0.060781374957025874,0.0005257620585523636,0.04084709133275339,0.04745814278444525,27,0.022714828884447553,nan,nan,nan,nan,False,0.0026097205707524117,0.23144531249999997,nan,nan,False,0.3964194373401535,0.0032906887089130163,0.47851562499999994,0.05942611087432939,9.373561897269795e-05,7.422323339827399e-05,0.0087890625
100,0.001,0.1,0.0,0.0,0.04418655768069165,0.015595255652008823,0.134765625,0.0015285053495437328,0.0009133165660140923,0.09801091970857471,0.05856374441007949,0.0006151887835296405,0.03947900561713142,0.045828384962434326,31,0.012657019079891198,nan,nan,nan,nan,False,0.003409505334546511,0.3134765625,nan,nan,False,0.3810741687979541,0.00309353646021358,0.45312499999999994,0.05899617378939362,0.00013459705299688317,0.00012402793825893953,0.013671874999999998
100,0.0011,0.11,0.0,0.0,0.04418655768069165,0.019550574114474827,0.16894531249999997,0.0018287972609876545,0.0011631316504287898,0.09354186993586301,0.059493477972477136,0.0006656656105588647,0.03433418236477168,0.041937466421515794,38,0.008814709716352816,nan,nan,nan,nan,False,0.004234534326837058,0.4072265624999999,nan,nan,False,0.39641943734015356,0.0028672792577762642,0.41894531249999994,0.05914244690857158,0.00019069771164726738,0.0001727507008611262,0.01953125
100,0.0011300909892760017,0.11300909892760017,0.0,0.0,0.04418655768069165,0.017177383036995224,0.1484375,0.0015646578992676375,0.0010248304721816532,0.09108825808319038,0.05966161841850171,0.0005398274270859843,0.031776436364847976,0.03911503674504285,44,0.00802364602385962,nan,nan,nan,nan,False,0.004339928147881963,0.42382812499999994,0.0038899808798834837,nan,False,0.34782608695652184,0.002634971182126785,0.38378906249999994,0.05932939330815952,0.0002016443474686693,0.00018067173918659348,0.020507812499999997
100,0.0012000000000000001,0.12000000000000001,0.0,0.0,0.04418655768069165,0.01898552861983683,0.16406250000000003,0.001658123863847631,0.0011088565836974873,0.0873361967975523,0.05840535735933685,0.0005492672801501437,0.029260883325159835,0.036084941620498044,48,0.007345591430294019,nan,nan,nan,nan,False,0.004694303917927353,0.4736328125,0.003774689534238295,nan,False,0.3375959079283888,0.002451729700951339,0.357421875,0.0592758909989474,0.0001553265417379017,0.00013193241782964742,0.0166015625
100,0.0013000000000000002,0.13,0.0,0.0,0.04418655768069165,0.023392883478013233,0.2021484375,0.001943156484425463,0.001395971432141552,0.08306613788128422,0.059675047475597154,0.0005471850522839111,0.023957463866541972,0.02949799904271885,51,0.0070065641335112176,nan,nan,nan,nan,False,0.005383265329040002,0.5673828124999999,0.0036110923672709756,nan,False,0.36572890025575455,0.0024505595476040777,0.36230468749999994,0.058449114824848,0.0002460819672583368,0.00020958826797553952,0.02734375
100,0.0014,0.13999999999999999,0.0,0.0,0.04418655768069165,0.026670147346913635,0.23046874999999997,0.0021103802922980007,0.0015608438652881412,0.0791289326169479,0.05852400607260865,0.0005495364270098595,0.021243317759259316,0.02759852823372965,67,0.003955318462466008,nan,nan,nan,nan,False,0.006291590889263357,0.6962890624999999,0.0034516679540169326,nan,False,0.33759590792838884,0.0021716467639809204,0.32421874999999994,0.057881221714514305,0.0003661251312037854,0.00028516053946495677,0.04101562500000001
