pair,piv_frame_a_time_s,ir_sample_time_s,ir_minus_piv_a_time_s,ir_index_matlab,selected_field,selected_surface_velocity_m_per_s,selected_surface_velocity_cm_per_s,plotted_depth_mm
80,11.11111111111111,11.112,0.0008888888888893831,480,USurf.usurffilt,0.09867204995537895,9.867204995537895,0.0
100,13.88888888888889,13.889999999999999,0.0011111111111095084,600,USurf.usurffilt,0.13486002233628613,13.486002233628614,0.0
